23.384465,23.689439,23.830913,23.751713,25.087895,32.582026,44.936699,51.789378,54.052626,53.899885,53.732021,54.053245,54.078808,53.712570,52.280589,47.483608,39.239873,34.181564,32.667952,30.624790,26.908940,25.360214,25.609486,27.148999,28.159414,27.854222,26.754719,25.991716,25.444237,25.202753,25.473261,26.606650,27.990445,27.810211,26.242032,24.942320
6.598789,6.483506,6.346226,6.389556,6.833055,10.299149,12.387525,11.148227,9.904349,9.246271,8.697533,8.051897,7.826351,8.223078,9.086460,10.144783,10.575664,8.849854,5.661149,5.447143,6.956700,7.321785,7.470244,9.143796,9.086279,6.770616,5.241134,5.358819,5.641230,6.094826,6.064291,5.158029,4.361603,4.232795,4.710530,5.673599
2.822413,2.719601,2.430336,2.131818,1.764977,-1.251419,-6.344379,-8.287797,-9.188033,-9.161822,-8.485486,-8.122486,-8.558808,-8.830662,-6.255909,-1.092995,4.077381,5.002417,3.831450,3.341852,3.060843,2.928037,2.645954,2.548332,1.761473,1.119133,1.148477,1.307426,1.171198,1.783699,2.264337,1.957025,1.602090,1.535286,1.586473,2.082123
3.592137,3.722410,3.339778,2.831037,2.035197,0.292728,0.281687,0.965955,1.963117,2.877165,3.200933,3.384406,3.596581,3.355638,2.840347,2.344833,3.028846,3.717628,4.133228,3.780972,3.046167,2.809661,2.520276,1.997368,2.295645,2.794375,3.018644,3.162971,3.422971,3.858589,3.930579,3.881494,4.441305,4.604198,3.821737,3.288297
1.021869,1.041160,1.217767,0.877259,0.244842,0.086240,0.055706,-0.056324,0.248556,0.387191,0.301241,-0.064152,-0.817059,-2.943923,-5.683164,-7.482829,-6.990762,-3.183309,-0.460299,-0.108031,-0.387433,-0.731776,-0.656853,-0.513813,-0.188909,0.247282,0.474091,0.268034,0.134911,0.181677,0.096357,-0.107785,0.410894,0.656768,0.388288,0.479671
2.287065,2.201402,2.066060,2.277289,2.354057,1.332792,1.347309,2.245218,2.880843,2.977485,2.786023,2.552092,2.292591,1.900092,1.341989,0.929324,0.022143,-0.350993,0.172625,0.406169,0.432017,0.662889,1.181013,1.418996,1.222803,1.573357,2.233545,2.155505,2.179984,2.100657,1.912440,1.641532,1.195013,0.959233,1.338085,1.795103
-0.084302,0.125517,0.452159,0.648576,0.822918,1.338415,0.969956,0.218302,-0.581140,-1.640422,-2.499034,-2.523131,-1.711311,-0.237067,0.515736,0.657807,-0.902898,-2.018936,-1.346540,-1.164159,-1.053048,-0.727361,0.015335,0.103974,-0.065599,0.370054,1.378670,1.052699,0.724146,1.015434,1.032353,0.481244,-0.167946,-0.371108,0.030199,0.135593
0.685354,0.694180,0.932476,1.012106,1.220410,2.161469,0.588940,-0.390876,-0.626541,-0.342892,0.407512,0.409811,-0.041259,0.029434,0.094117,-0.252187,-0.171619,0.057109,0.919163,1.047836,0.561359,0.977395,1.414851,1.113987,0.948935,1.394699,1.784918,1.322662,1.226588,1.221721,1.297051,1.938974,2.236432,1.881217,1.563264,1.263782
-0.135715,-0.409795,-0.325924,-0.187492,0.151992,-0.736030,-1.166938,-0.797627,-0.829320,-1.241424,-1.765320,-1.968109,-2.067982,-1.681346,-1.710526,-1.240291,0.417659,-0.311996,-1.281402,-1.195203,-0.699853,-0.095250,-0.036873,-0.400264,-0.526666,-0.534939,-0.494986,-0.302563,0.111605,0.196777,-0.271338,-0.785073,-0.755357,-0.560203,-0.261121,-0.080468
0.778267,0.740316,0.916597,0.776677,0.778366,-1.085556,-1.733836,-2.018444,-1.583613,-0.560836,0.042802,-0.132319,-0.489373,-0.428656,0.028859,0.527260,0.460601,0.878418,1.261800,1.382416,1.232008,1.197701,0.906390,0.522243,0.350147,0.485614,0.659566,0.870743,1.122455,1.422628,1.273640,0.901624,0.783395,0.751749,0.828321,0.759876
